seed,spacing,hole_dist,in_hole,err_unguided,err_M20,err_force_ii,err_teacher_sign_tmag,benefit_force_ii,benefit_teacher_sign_tmag
43,0.263415,1.05634,0,1.1795,0.9255,1.1033,1.0779,0.0762,0.1016
43,0.263549,0.989784,0,0.2501,0.1612,0.1231,0.9564,0.127,-0.7063
43,1.000344,0.491273,1,0.2469,0.3231,0.223,0.477,0.0239,-0.2301
43,0.295072,0.389827,0,1.7298,2.1489,0.79,0.5995,0.9398,1.1303
43,0.530673,0.954073,0,0.5873,0.2825,0.2698,0.0731,0.3175,0.5142
43,0.64911,0.874118,0,1.182,1.6519,1.182,0.0245,0.0,1.1575
43,0.488233,2.226037,0,0.4716,2.0083,0.3412,0.2557,0.1304,0.2159
43,0.401906,1.531399,0,1.0754,1.0754,1.2024,0.5039,-0.127,0.5715
43,0.527975,0.692346,0,2.0945,1.4214,0.1641,0.4054,1.9304,1.6891
43,0.388227,0.293222,1,0.5748,0.4605,1.2225,1.9845,-0.6477,-1.4097
43,1.211318,0.833613,1,1.1695,1.7029,2.2236,3.2904,-1.0541,-2.1209
43,0.842272,2.550984,0,3.7375,3.3311,3.801,4.563,-0.0635,-0.8255
43,0.472924,1.495279,0,1.0723,0.7675,0.5152,0.3484,0.5571,0.7239
43,0.752403,0.657733,1,2.1548,1.5579,0.834,0.4784,1.3208,1.6764
43,0.663027,0.863714,0,0.9646,1.2313,0.6979,0.026,0.2667,0.9386
43,0.452126,0.467394,0,0.9871,0.8601,0.4156,0.0924,0.5715,0.8947
43,1.389527,0.576211,1,0.2379,1.0507,1.5333,1.0507,-1.2954,-0.8128
43,0.659171,0.594295,1,0.6841,2.1827,1.5604,0.4936,-0.8763,0.1905
43,0.429041,0.699546,0,1.6152,0.9929,1.0564,1.3612,0.5588,0.254
43,0.492194,0.809964,0,0.9184,0.512,0.1564,0.4231,0.762,0.4953
43,0.548611,1.752281,0,1.9012,1.5964,0.8217,0.6058,1.0795,1.2954
43,0.328542,1.057911,0,1.5426,0.3996,0.1084,0.6409,1.4342,0.9017
43,0.521288,2.002523,0,1.1284,0.0489,2.7921,1.8142,-1.6637,-0.6858
43,0.326836,0.399498,0,1.0605,1.4542,0.2349,1.0224,0.8256,0.0381
43,0.387564,1.048468,0,2.6856,1.7712,1.4664,1.0854,1.2192,1.6002
43,0.425665,1.388393,0,1.1439,1.3471,0.1642,0.7103,0.9797,0.4336
43,0.582241,0.287554,1,1.9075,1.9202,0.6629,0.7518,1.2446,1.1557
43,0.6672,1.273557,0,1.4902,1.9728,0.6647,0.5377,0.8255,0.9525
43,0.576703,0.443344,1,0.9787,0.6469,0.2786,0.6485,0.7001,0.3302
43,0.281742,1.081099,0,1.1694,0.9789,0.4836,0.2784,0.6858,0.891
43,0.825058,1.536471,0,3.2162,3.14,2.0097,1.1334,1.2065,2.0828
43,0.777654,1.389403,0,2.6541,1.7651,2.0191,1.9429,0.635,0.7112
43,0.644047,0.919564,0,3.6638,2.2541,2.0255,2.851,1.6383,0.8128
43,0.352382,0.849743,0,0.5358,0.4469,0.023,0.2897,0.5128,0.2461
43,0.56646,1.000635,0,1.4452,1.0896,2.131,1.115,-0.6858,0.3302
43,0.185018,0.646298,0,0.7355,0.6212,2.0182,1.2181,-1.2827,-0.4826
43,0.673159,1.859201,0,1.0152,0.7358,0.4437,0.9898,0.5715,0.0254
43,0.285853,1.056647,0,0.0188,0.6538,0.3495,0.2225,-0.3307,-0.2037
43,0.435174,1.426943,0,0.7594,1.4833,0.9118,1.2547,-0.1524,-0.4953
43,0.505336,1.181901,0,1.087,1.6458,0.4266,0.0329,0.6604,1.0541
43,0.860632,2.395997,0,2.5881,2.2579,2.1309,0.3275,0.4572,2.2606
43,0.157979,0.296437,0,1.4242,2.4402,0.2812,0.4844,1.143,0.9398
43,0.445274,0.581285,0,3.502,2.4352,1.5589,0.9239,1.9431,2.5781
43,0.221059,0.925287,0,2.1536,1.798,1.4805,1.1122,0.6731,1.0414
43,0.689672,1.957827,0,2.5265,1.7264,1.0279,1.3073,1.4986,1.2192
43,1.082072,1.080546,1,1.5103,0.8118,2.0457,0.1407,-0.5354,1.3696
43,0.209877,1.194075,0,2.6471,1.7835,1.6184,0.5643,1.0287,2.0828
43,1.18991,2.752995,0,1.3387,0.0306,1.4276,3.8279,-0.0889,-2.4892
43,0.959875,3.234188,0,1.2342,4.0282,1.2977,0.5438,-0.0635,0.6904
43,1.089538,0.522893,1,5.11,2.9637,5.7831,5.5164,-0.6731,-0.4064
43,0.978104,1.72094,0,1.0817,1.0055,0.1419,0.8912,0.9398,0.1905
43,0.295874,0.913922,0,2.1199,1.0912,1.7262,1.904,0.3937,0.2159
43,1.186668,0.996082,1,0.2971,1.1099,0.5892,0.8178,-0.2921,-0.5207
43,1.466605,1.349553,1,0.4012,3.3095,2.1411,0.4901,-1.7399,-0.0889
43,0.217318,0.417275,0,0.8653,0.5605,0.6968,1.1286,0.1685,-0.2633
43,0.291114,0.506066,0,1.1272,1.4828,0.8986,0.6889,0.2286,0.4383
43,0.55729,0.399077,1,0.4401,0.1441,1.2148,0.0679,-0.7747,0.3722
43,0.487878,0.927687,0,1.2633,1.3268,0.8569,0.5521,0.4064,0.7112
43,0.481256,0.768013,0,0.2944,0.777,1.0564,0.2944,-0.762,0.0
43,0.749786,0.639462,1,0.775,0.3172,0.9528,1.537,-0.1778,-0.762
43,0.343707,0.895953,0,2.4536,1.8186,0.0991,0.188,2.3545,2.2656
43,0.413713,0.539847,0,1.0987,0.8447,0.6031,0.8955,0.4956,0.2032
43,0.904057,1.25447,0,0.2341,0.5008,0.3484,0.9326,-0.1143,-0.6985
43,0.820507,1.92639,0,1.7218,1.4678,1.4424,0.3356,0.2794,1.3862
43,0.590839,1.604902,0,1.62,1.1247,0.0452,0.1595,1.5748,1.4605
43,0.719467,0.714733,1,0.5607,1.2592,0.5442,0.2686,0.0165,0.2921
43,0.438771,0.450428,0,1.1368,0.0573,0.2732,0.2224,0.8636,0.9144
43,0.49319,1.826224,0,3.1089,2.004,2.0421,0.3022,1.0668,2.8067
43,0.595123,0.843283,0,2.0735,2.6958,2.7593,0.3844,-0.6858,1.6891
43,0.723144,1.132001,0,0.6958,0.2059,0.7466,1.6737,-0.0508,-0.9779
43,1.116403,0.40696,1,0.2607,0.2981,0.502,1.7466,-0.2413,-1.4859
43,0.555643,1.722656,0,3.3867,1.977,2.5358,2.0913,0.8509,1.2954
43,0.616709,0.692867,0,0.3383,0.1605,0.2875,0.9225,0.0508,-0.5842
43,1.06643,0.401903,1,0.124,0.511,0.1621,0.6828,-0.0381,-0.5588
43,0.990265,0.444345,1,0.9326,0.3755,0.4754,0.4517,0.4572,0.4809
43,0.370458,1.486582,0,0.3876,0.4511,1.4925,1.4544,-1.1049,-1.0668
43,0.497671,0.626547,0,1.8204,1.3886,1.1981,0.1567,0.6223,1.6637
43,0.532703,0.777841,0,0.9148,0.7243,1.4863,0.229,-0.5715,0.6858
43,1.626656,0.576676,1,0.4176,0.4714,1.4366,0.5476,-1.019,-0.13
43,0.545832,0.688878,0,0.4575,1.0163,0.7242,0.6861,-0.2667,-0.2286
43,0.619336,0.983957,0,1.3948,0.7217,0.0359,0.2137,1.3589,1.1811
43,0.446733,0.699411,0,0.8811,0.4112,0.716,0.3477,0.1651,0.5334
43,1.27232,3.195374,0,2.5598,1.1628,2.2804,0.7818,0.2794,1.778
43,0.632411,1.400625,0,1.3519,1.7202,0.4756,0.134,0.8763,1.2179
43,0.593459,2.014102,0,0.3763,0.7286,0.77,1.6336,-0.3937,-1.2573
43,0.463399,0.711576,0,1.7977,1.7215,1.7977,1.0738,0.0,0.7239
43,0.845987,0.3757,1,2.3085,2.0926,2.0418,0.8607,0.2667,1.4478
43,0.550843,1.401092,0,2.669,1.8435,2.0848,1.3736,0.5842,1.2954
43,0.200649,0.277539,0,0.3997,1.1236,0.4004,0.756,-0.0007,-0.3563
43,1.193387,0.752546,1,1.8749,1.2272,1.9003,2.8528,-0.0254,-0.9779
43,0.844541,0.725875,1,0.7556,1.0605,1.9367,1.1493,-1.1811,-0.3937
43,0.561745,1.155902,0,0.0454,0.9452,0.5769,0.5788,-0.5315,-0.5334
43,1.078331,0.475464,1,0.9464,0.54,1.8481,0.4511,-0.9017,0.4953
43,0.689967,3.532416,0,4.852,4.6107,3.8995,2.6295,0.9525,2.2225
43,0.268744,2.135206,0,0.2099,0.2734,0.8322,0.5782,-0.6223,-0.3683
43,0.611843,1.443289,0,0.2645,1.4119,1.9453,0.6201,-1.6808,-0.3556
43,0.815812,0.504888,1,1.7449,3.2562,2.4434,1.3639,-0.6985,0.381
43,0.89194,0.637452,1,0.4175,0.7223,0.2175,0.0873,0.2,0.3302
43,0.431191,0.329031,1,0.6663,0.679,0.0703,0.2735,0.596,0.3928
43,0.59425,1.20798,0,0.0651,0.0873,0.4175,0.1635,-0.3524,-0.0984
43,1.412482,0.395584,1,2.1521,1.0091,3.2824,1.4409,-1.1303,0.7112
43,0.904835,1.171573,0,0.1338,0.1465,0.972,1.48,-0.8382,-1.3462
43,0.373129,1.180857,0,2.6271,2.8557,1.3825,1.3571,1.2446,1.27
43,0.36209,0.840011,0,1.2211,1.4116,0.1924,0.4464,1.0287,0.7747
43,1.070855,0.235069,1,0.5565,0.8486,0.239,1.128,0.3175,-0.5715
43,0.37682,0.316834,1,1.7798,1.7036,1.0432,0.6622,0.7366,1.1176
43,0.281713,1.327757,0,1.5584,1.5711,0.4916,0.3085,1.0668,1.2499
43,0.441781,1.041992,0,1.2315,0.5076,0.1012,0.6989,1.1303,0.5326
43,0.434014,0.416014,1,0.5692,0.2009,0.4087,0.6754,0.1605,-0.1062
43,0.548455,1.379458,0,0.4306,0.9513,0.0623,0.5727,0.3683,-0.1421
43,0.319212,1.996056,0,4.2469,2.4054,2.1768,2.1387,2.0701,2.1082
43,0.766917,1.223576,0,1.6002,2.4892,2.2733,1.9685,-0.6731,-0.3683
43,0.510753,0.186807,1,0.7724,1.6106,0.6962,0.8613,0.0762,-0.0889
43,0.610292,0.890828,0,0.6248,0.0864,0.8788,1.1709,-0.254,-0.5461
43,0.49419,1.272917,0,0.9608,0.8807,0.529,0.8846,0.4318,0.0762
43,0.623077,1.190603,0,3.5727,0.2199,1.7439,2.8869,1.8288,0.6858
43,0.359048,0.870627,0,1.9482,1.3894,1.2497,0.8179,0.6985,1.1303
43,0.963945,0.340485,1,2.8753,1.2751,1.1354,0.7798,1.7399,2.0955
43,0.870054,0.463745,1,0.9048,0.2255,1.362,0.1493,-0.4572,0.7555
43,0.350151,1.197037,0,3.0597,2.6279,2.0056,0.7991,1.0541,2.2606
43,0.422964,1.157811,0,1.5932,1.5932,0.628,0.5277,0.9652,1.0655
43,0.4264,0.370665,1,0.8533,1.0184,0.5104,0.3278,0.3429,0.5255
43,0.794547,0.399915,1,1.3371,1.4641,1.2101,0.0925,0.127,1.2446
43,0.344206,0.583924,0,0.1139,0.2155,0.4576,1.5625,-0.3437,-1.4486
43,1.417821,0.400789,1,1.7971,1.3399,2.0384,2.8385,-0.2413,-1.0414
43,1.207849,0.587904,1,0.5378,0.0972,0.7791,1.6935,-0.2413,-1.1557
43,0.65948,1.350983,0,1.0836,1.6424,3.0394,2.5441,-1.9558,-1.4605
43,0.245385,1.048958,0,1.8577,1.9847,2.8737,1.3116,-1.016,0.5461
43,0.600712,1.556486,0,2.8935,2.4617,1.56,0.2138,1.3335,2.6797
43,0.416843,1.2476,0,1.0587,1.4016,1.7572,0.7158,-0.6985,0.3429
43,0.353595,0.238073,1,0.8217,1.7615,0.9233,0.1181,-0.1016,0.7036
43,0.435874,0.274746,1,1.0972,1.9227,1.8338,0.1474,-0.7366,0.9498
43,0.932129,0.828821,1,1.417,3.6522,2.0774,2.179,-0.6604,-0.762
43,1.40712,0.269292,1,1.4985,1.8668,2.6923,2.0192,-1.1938,-0.5207
43,0.977647,0.462467,1,0.9018,0.0128,0.9653,1.613,-0.0635,-0.7112
43,1.271646,0.428144,1,0.3417,0.7481,2.107,0.2401,-1.7653,0.1016
43,0.470088,0.506153,0,1.6977,0.8849,0.0721,0.0848,1.6256,1.6129
43,0.40418,1.182163,0,1.9582,1.5137,1.4756,0.1675,0.4826,1.7907
43,1.4934,0.25835,1,2.2419,1.3776,1.4799,2.2927,0.762,-0.0508
43,0.837075,0.591157,1,1.5209,0.9494,1.8511,2.8036,-0.3302,-1.2827
43,0.450909,1.712353,0,1.7661,2.0836,1.6518,1.1692,0.1143,0.5969
43,1.363086,0.376101,1,2.2437,1.4055,1.7738,0.2201,0.4699,2.0236
43,1.114109,0.227724,1,1.1246,1.5183,1.6453,1.1246,-0.5207,0.0
43,0.382835,1.290333,0,0.3763,0.5127,1.6844,2.2178,-1.3081,-1.8415
43,0.726164,0.416983,1,1.2882,1.4279,0.7167,0.4627,0.5715,0.8255
43,0.670338,0.391112,1,1.1285,1.2591,0.0907,0.9126,1.0378,0.2159
43,1.503651,0.465574,1,1.6955,0.7176,2.2162,2.8893,-0.5207,-1.1938
43,0.491848,0.877251,0,0.7392,0.6451,0.3074,1.0821,0.4318,-0.3429
43,0.351866,0.900212,0,0.55,1.1469,0.4103,0.4738,0.1397,0.0762
43,0.758342,0.875642,0,1.7005,2.5387,2.4498,1.5862,-0.7493,0.1143
43,0.510784,1.053187,0,1.0478,0.235,0.2604,0.8192,0.7874,0.2286
43,0.217851,0.487665,0,0.1812,0.4792,0.4352,1.0956,-0.254,-0.9144
43,0.577352,1.306739,0,1.6184,1.9613,0.9072,0.7421,0.7112,0.8763
43,0.571023,0.989574,0,0.4165,1.9405,0.5562,0.409,-0.1397,0.0075
43,0.526213,0.808004,0,1.8204,1.9093,1.2489,0.5377,0.5715,1.2827
43,0.671755,0.492415,1,1.1408,0.9376,0.3026,0.2816,0.8382,0.8592
43,0.928232,0.74155,1,0.8013,0.1004,0.329,0.0623,0.4723,0.739
43,0.291183,0.596024,0,1.1771,0.2754,1.1851,1.1343,-0.008,0.0428
43,0.285779,1.101056,0,1.0314,0.3964,0.3837,0.9371,0.6477,0.0943
43,0.504585,1.433547,0,1.2777,1.5698,2.7001,1.9508,-1.4224,-0.6731
43,0.469682,0.376327,1,0.367,0.5855,1.3703,1.5227,-1.0033,-1.1557
43,0.840511,0.414277,1,0.3309,1.5628,1.1183,0.4706,-0.7874,-0.1397
43,0.416739,0.565317,0,0.074,0.5864,0.9122,0.1546,-0.8382,-0.0806
43,0.310344,0.460115,0,1.5205,0.9617,0.3591,0.9236,1.1614,0.5969
43,0.978196,1.475361,0,1.0527,0.865,0.2399,0.2046,0.8128,0.8481
43,0.834592,1.588205,0,1.3628,1.1215,3.2297,2.1629,-1.8669,-0.8001
43,0.440123,0.900526,0,0.0504,0.1528,0.6608,1.6641,-0.6104,-1.6137
43,0.516912,1.117504,0,0.6742,0.3948,0.6466,0.9387,0.0276,-0.2645
43,0.988171,2.228034,0,3.9216,3.4136,1.6356,0.518,2.286,3.4036
43,1.073782,0.702634,1,1.3848,1.3594,1.0546,0.0884,0.3302,1.2964
43,0.677657,0.424437,1,0.5219,1.3474,0.2401,0.7481,0.2818,-0.2262
43,0.398314,0.601276,0,1.028,1.5233,0.7359,0.1898,0.2921,0.8382
43,0.406831,0.374157,1,0.9917,0.7504,0.1535,0.9133,0.8382,0.0784
43,0.528111,1.007193,0,1.0235,0.4393,0.833,0.8815,0.1905,0.142
43,1.807214,0.787628,1,2.0749,1.4272,2.1003,3.0528,-0.0254,-0.9779
43,0.461381,0.950019,0,1.14,0.632,1.4702,2.3592,-0.3302,-1.2192
43,0.467153,1.099249,0,0.6524,0.881,1.2366,1.9605,-0.5842,-1.3081
43,0.834852,0.930115,0,1.7027,1.2328,4.2173,0.9534,-2.5146,0.7493
43,0.343946,0.776824,0,1.2987,0.7399,1.7178,2.2766,-0.4191,-0.9779
43,0.249636,0.762778,0,0.9846,0.9973,0.2861,0.1083,0.6985,0.8763
43,1.111543,1.096234,1,2.9879,3.5594,2.8482,2.4545,0.1397,0.5334
43,0.476741,1.397723,0,0.2262,0.104,0.8279,0.8279,-0.6017,-0.6017
43,0.39392,0.703074,0,0.1322,0.0202,0.3354,1.453,-0.2032,-1.3208
43,0.424226,1.118034,0,1.6316,1.3014,0.3489,0.8576,1.2827,0.774
43,0.276844,0.992847,0,1.3683,1.8128,0.492,1.1397,0.8763,0.2286
43,0.659132,1.044347,0,1.5128,2.224,1.3985,1.5128,0.1143,0.0
43,0.438911,0.45374,0,0.2621,0.5126,0.6431,1.1638,-0.381,-0.9017
43,0.134911,1.158788,0,0.081,0.8461,0.2715,0.9573,-0.1905,-0.8763
43,0.622616,1.177703,0,3.0859,3.3399,3.4161,3.9241,-0.3302,-0.8382
43,0.851989,1.757902,0,0.8968,0.1348,0.1446,0.338,0.7522,0.5588
43,0.663,0.718035,0,2.204,0.9975,1.7214,0.426,0.4826,1.778
43,0.555554,0.72055,0,0.5108,0.9299,0.3965,0.7846,0.1143,-0.2738
43,0.421552,0.734568,0,1.3856,0.6109,1.9063,2.9985,-0.5207,-1.6129
43,1.068266,0.330229,1,1.6135,1.7786,1.8421,0.3816,-0.2286,1.2319
43,0.704645,0.565241,1,0.8066,0.2859,0.7177,1.3527,0.0889,-0.5461
43,0.393278,0.721687,0,1.2312,1.3582,0.6724,0.6343,0.5588,0.5969
43,1.042075,0.731583,1,1.1602,0.957,0.195,0.3855,0.9652,0.7747
43,0.420354,0.557003,0,1.1231,1.8978,0.4246,0.2993,0.6985,0.8238
43,0.538773,1.509775,0,1.5721,1.1784,1.1657,0.0989,0.4064,1.4732
43,0.384274,0.516652,0,0.7346,1.0775,0.4084,0.7132,0.3262,0.0214
43,0.871831,1.225407,0,2.2513,1.2099,0.2701,0.5173,1.9812,1.734
43,1.571168,0.49837,1,2.6527,0.0492,0.9255,1.116,1.7272,1.5367
43,0.201878,0.601251,0,2.0369,1.0209,1.9607,2.4433,0.0762,-0.4064
43,0.601233,0.347755,1,0.3296,1.9171,0.8503,0.28,-0.5207,0.0496
43,1.892792,0.781343,1,0.9066,0.5891,0.7034,1.3892,0.2032,-0.4826
43,1.665708,0.439228,1,2.1548,1.4436,0.8213,0.4911,1.3335,1.6637
43,0.62263,0.265934,1,0.6946,0.3771,0.1612,0.1309,0.5334,0.5637
43,0.55724,0.830991,0,2.6848,1.2497,0.0813,0.5639,2.6035,2.1209
43,0.487268,0.5716,0,0.4884,1.0472,0.1201,0.3117,0.3683,0.1767
43,0.442939,1.545299,0,0.9316,0.2204,0.313,0.5633,0.6186,0.3683
43,0.583448,3.406441,0,0.6169,0.3356,0.5153,0.7947,0.1016,-0.1778
43,0.758444,0.427913,1,0.0605,0.0538,0.0986,0.8987,-0.0381,-0.8382
43,0.386918,0.608783,0,1.9497,1.7719,1.9878,0.6543,-0.0381,1.2954
43,0.280791,1.401819,0,0.1886,0.0362,0.0489,0.5607,0.1397,-0.3721
43,0.699124,1.390785,0,0.6383,0.8415,0.4986,0.9304,0.1397,-0.2921
43,1.027069,2.679355,0,1.7785,2.8453,1.8801,1.3213,-0.1016,0.4572
43,0.593409,0.437361,1,0.295,0.1172,0.8353,1.4322,-0.5403,-1.1372
43,0.358158,1.06102,0,1.0891,1.7749,1.3304,0.6827,-0.2413,0.4064
43,0.704289,2.125831,0,1.6743,0.798,0.1757,1.4372,1.4986,0.2371
43,1.145642,1.383225,0,3.7891,2.0873,3.4843,3.878,0.3048,-0.0889
43,0.876761,0.852223,1,0.5241,1.7433,1.3623,1.2539,-0.8382,-0.7298
43,0.266575,0.596703,0,1.0546,0.5085,1.3467,0.0513,-0.2921,1.0033
43,0.544503,1.323202,0,0.2293,0.1023,1.1818,0.6738,-0.9525,-0.4445
43,1.069265,0.237892,1,0.378,0.3272,0.505,1.2035,-0.127,-0.8255
43,0.633494,0.74421,0,0.5709,1.8409,0.1264,0.5201,0.4445,0.0508
43,0.710804,0.472389,1,0.2838,0.9188,0.2242,0.7703,0.0596,-0.4865
43,0.212917,0.897879,0,1.968,1.6632,0.9901,0.3424,0.9779,1.6256
43,0.391664,1.775837,0,2.3743,2.7553,2.5394,2.4378,-0.1651,-0.0635
43,0.565961,0.667736,0,1.7345,1.7345,1.3281,0.4899,0.4064,1.2446
43,0.4407,1.203677,0,1.0722,0.7039,1.3135,1.0722,-0.2413,0.0
43,0.231504,0.779985,0,0.2594,0.9471,0.0562,1.2373,0.2032,-0.9779
43,0.634449,0.36244,1,0.1655,1.1045,0.9275,0.9529,-0.762,-0.7874
43,0.461457,1.443015,0,1.5279,1.1215,0.8294,0.5422,0.6985,0.9857
43,1.736376,0.82717,1,1.7134,0.1789,3.085,3.5295,-1.3716,-1.8161
43,0.63125,1.410323,0,0.7345,0.1926,0.0529,0.1164,0.6816,0.6181
43,0.681054,0.738918,0,1.6551,1.8329,0.9947,0.2073,0.6604,1.4478
43,0.82974,1.362086,0,0.1114,1.1655,0.8099,1.4634,-0.6985,-1.352
43,0.369859,1.109986,0,1.806,1.5647,0.9805,0.4165,0.8255,1.3895
43,0.244344,0.377462,0,0.2693,1.3234,0.2058,0.099,0.0635,0.1703
43,0.779702,0.294857,1,2.6817,0.9799,0.6497,0.4044,2.032,2.2773
43,0.559224,0.3896,1,1.5651,0.3526,0.5237,1.781,1.0414,-0.2159
43,0.5616,0.914312,0,0.8526,2.297,1.0812,0.3573,-0.2286,0.4953
43,0.468497,1.342503,0,1.8288,1.4097,2.2733,2.667,-0.4445,-0.8382
43,0.949637,2.329953,0,2.4104,0.282,0.1931,1.7754,2.2173,0.635
43,1.101834,1.00597,1,1.8485,0.8706,0.5658,2.3946,1.2827,-0.5461
43,0.437724,1.110916,0,0.4899,0.0581,0.8182,0.742,-0.3283,-0.2521
43,0.516688,2.574777,0,0.7792,3.3319,0.2966,1.1094,0.4826,-0.3302
43,0.378226,0.903852,0,0.331,0.1278,0.2167,0.2024,0.1143,0.1286
43,0.356119,0.293603,1,0.6838,1.3442,0.4465,0.4211,0.2373,0.2627
43,0.346831,0.929197,0,0.0218,0.3647,0.8926,1.2482,-0.8708,-1.2264
43,0.516383,1.578734,0,0.8097,2.2448,0.8224,0.7843,-0.0127,0.0254
43,0.422094,1.221122,0,1.0676,0.7628,0.9406,0.3675,0.127,0.7001
43,1.337203,0.485384,1,1.4671,1.5433,1.6576,0.9972,-0.1905,0.4699
43,0.540918,2.258369,0,2.1559,4.2006,0.0412,1.1907,2.1147,0.9652
43,0.635416,0.709564,0,1.56,0.3958,0.5186,0.3704,1.0414,1.1896
43,0.63275,1.077174,0,1.1043,1.1932,0.3804,0.5721,0.7239,0.5322
43,0.765415,0.492408,1,0.4625,0.7927,0.4244,0.8329,0.0381,-0.3704
43,2.380306,0.890175,1,1.2685,0.9637,1.713,2.2337,-0.4445,-0.9652
43,1.219226,1.557488,0,3.4519,1.7247,2.9947,2.728,0.4572,0.7239
43,1.15968,0.83525,1,1.3059,0.7979,0.8868,0.6963,0.4191,0.6096
43,0.394532,1.327945,0,0.8721,0.5292,0.1482,1.0075,0.7239,-0.1354
43,0.40179,0.611409,0,0.9248,1.2169,0.1166,0.7262,0.8082,0.1986
43,0.337004,1.269908,0,1.4981,0.9901,1.0917,0.317,0.4064,1.1811
43,0.342267,0.796046,0,2.0843,1.9954,1.6652,0.0777,0.4191,2.0066
43,1.402455,0.452467,1,0.5596,0.6596,0.3929,0.077,0.1667,0.4826
43,0.459834,1.410686,0,1.4678,1.3154,0.8963,0.9471,0.5715,0.5207
43,0.556592,0.770677,0,0.0247,0.3563,0.2547,1.639,-0.23,-1.6143
43,0.659198,0.533019,1,1.0929,0.623,0.3041,0.6357,0.7888,0.4572
43,0.392885,0.344753,1,0.4236,0.83,0.1352,0.6686,0.2884,-0.245
43,0.437651,0.633878,0,0.1549,1.5138,0.5994,1.0262,-0.4445,-0.8713
43,1.055823,0.414077,1,2.4113,1.6747,1.8906,3.1733,0.5207,-0.762
43,0.834459,0.525682,1,0.5698,0.0398,0.9889,0.5571,-0.4191,0.0127
43,0.42704,0.433263,0,0.2664,0.3172,1.4989,1.7021,-1.2325,-1.4357
43,0.578177,0.666962,0,0.7148,0.8291,0.8799,1.3553,-0.1651,-0.6405
43,0.491605,1.691048,0,2.644,1.4883,0.6501,0.0786,1.9939,2.5654
43,0.446441,1.542451,0,1.0091,2.0886,0.6281,0.4884,0.381,0.5207
43,0.633937,0.60116,1,1.1132,1.4053,0.7449,0.3766,0.3683,0.7366
43,0.319933,0.512976,0,0.2259,0.5107,0.5307,1.7245,-0.3048,-1.4986
43,0.366659,1.073127,0,0.8398,0.3032,0.3572,0.6366,0.4826,0.2032
43,0.544327,0.404532,1,0.9912,1.6262,1.7913,1.1817,-0.8001,-0.1905
43,0.250351,0.805067,0,1.2292,2.6008,1.153,0.2821,0.0762,0.9471
43,0.189603,0.927553,0,0.4217,1.3869,1.5393,1.1583,-1.1176,-0.7366
43,0.658501,0.565429,1,0.4535,0.8472,0.5371,0.8292,-0.0836,-0.3757
43,0.513562,2.266282,0,1.7391,0.0246,0.2167,0.585,1.5224,1.1541
43,0.985116,0.803622,1,0.8853,1.5076,0.1561,0.6895,0.7292,0.1958
43,0.318973,0.713797,0,1.6402,1.437,2.0847,2.3641,-0.4445,-0.7239
43,1.142275,0.550956,1,0.3347,0.3601,0.2966,0.3003,0.0381,0.0344
43,1.253742,0.569848,1,1.3775,1.0219,0.8568,0.1465,0.5207,1.231
43,0.744613,1.450799,0,1.3401,0.3236,0.8956,2.0259,0.4445,-0.6858
43,1.448435,0.578261,1,1.9636,1.3794,2.7002,2.5986,-0.7366,-0.635
43,0.431652,0.630204,0,0.8518,1.8932,1.0931,0.2531,-0.2413,0.5987
43,0.827789,0.301506,1,0.4987,0.105,1.502,1.883,-1.0033,-1.3843
43,0.70221,0.241662,1,1.2694,1.2313,0.4566,0.4324,0.8128,0.837
43,1.190602,0.677108,1,0.6431,0.6304,0.4653,1.2019,0.1778,-0.5588
43,0.851958,1.204126,0,1.7045,1.133,0.3529,0.4672,1.3516,1.2373
43,0.423109,1.466762,0,0.8456,0.4519,0.0307,0.6403,0.8149,0.2053
43,0.43397,1.304307,0,0.2268,1.1285,0.9761,1.5349,-0.7493,-1.3081
43,0.458251,0.889927,0,0.3138,0.6313,1.2028,1.2282,-0.889,-0.9144
43,0.646843,0.211313,1,2.0622,2.3416,2.2273,2.3416,-0.1651,-0.2794
43,0.83494,0.198894,1,1.5717,0.7462,1.9019,2.3083,-0.3302,-0.7366
43,1.667589,0.654201,1,2.04,0.8081,2.0273,2.5734,0.0127,-0.5334
43,0.804454,0.63209,1,0.6059,0.3392,0.2323,1.0959,0.3736,-0.49
43,0.561023,0.359619,1,1.4489,1.2076,0.9155,0.0624,0.5334,1.3865
43,0.382467,1.208224,0,4.1316,3.3696,3.141,4.3856,0.9906,-0.254
43,0.622835,1.588722,0,0.6094,1.0162,1.2444,1.9048,-0.635,-1.2954
43,0.426215,1.214932,0,3.3699,1.4014,2.1634,1.7824,1.2065,1.5875
44,0.578292,1.128687,0,2.7224,2.2398,2.0366,3.586,0.6858,-0.8636
44,0.305144,0.728907,0,1.3471,1.1693,0.7756,0.9407,0.5715,0.4064
44,0.618171,0.860864,0,0.897,0.4398,0.2112,0.9351,0.6858,-0.0381
44,0.315594,0.628952,0,1.5232,0.8501,0.177,1.1676,1.3462,0.3556
44,0.364764,0.887927,0,2.2184,1.7993,1.7104,1.6469,0.508,0.5715
44,0.676071,0.217981,1,1.2646,0.655,0.2994,0.5534,0.9652,0.7112
44,0.584815,2.633056,0,0.1811,0.3081,1.4384,0.7206,-1.2573,-0.5395
44,0.502733,0.615398,0,1.4371,3.4437,1.7038,2.1102,-0.2667,-0.6731
